MedicineName,Old price,NewPrice,Quantity,Stars,Rating,Discount,Description
7Herbmaya Big Ling with Titan Pro Oil for Bigger Male P...,₹795,₹251,Pack of 2,3.1,(36),68% off,"Buy 3 items, save extra 5%"
7Herbmaya 9 Inch Long Capsule with King Size Oil For Ex...,₹795,₹244,Pack of 2,3.2,(212),69% off,"Buy 3 items, save extra 5%"
Mediglax Lifescience SK POWER UP CAPSULES FOR MAN 100% ...,₹399,₹238,Pack of 4,3.3,(12),40% off,Bank Offer
Dr. Reckeweg Berberis Vul Q Liquid,₹255,₹196,20 ml,4.3,(348),23% off,Bank Offer
HIMALAYA Guduchi,₹165,₹92,0,4.4,"(2,068)",44% off,"Buy 3 items, save extra 5%"
Kapiva Pure Tulsi Ark (Helps Boost Immunity) - 30 Ml,₹320,₹168,0,4.4,(281),47% off,"Buy 3 items, save extra 5%"
ORGANIC INDIA Ashwagandha 60 Capsules Bottle,₹205,₹164,0,4.2,(813),20% off,Bank Offer
AIMIL Fifatrol Tablets Natural Immunity Booster For Sta...,₹406,₹282,Pack of 2,4.3,(271),30% off,"Buy 3 items, save extra 5%"
Kapiva Dia Free Juice - Controls Blood Sugar Levels | A...,₹549,₹355,0,4.3,"(1,764)",35% off,"Buy 3 items, save extra 5%"
Kapiva Aloe Vera + Wheatgrass Juice Natural Detoxifier ...,₹450,₹244,0,4.3,"(23,833)",45% off,#1 Rated
Kapiva Period Care Juice | 5 Ayurvedic Herbs to Aid Wom...,₹599,₹345,0,4.3,(230),42% off,"Buy 3 items, save extra 5%"
JIVA Ashwagandha Tablet - Revitalise Body & Mind - 120 ...,₹240,₹172,0,4.1,"(2,522)",28% off,Bank Offer
CRD Ayurveda 9 Inch Capsules for Men (40 Capsules),"₹1,399",₹899,0,3,(10),35% off,Bank Offer
"7Herbmaya 9"" Inch Long Capsules with Mood on Oil for fo...",₹795,₹251,Pack of 2,3.3,(385),68% off,Bank Offer
Kapiva Noni Juice | Includes Garcinia and Ashwagandha f...,₹649,₹276,0,4.3,"(23,833)",57% off,#1 Rated
Gynoveda Anti Acne Ayurvedic Medicine. Manjistha Blood ...,₹800,₹483,0,4.1,(149),39% off,"Buy 3 items, save extra 5%"
7Herbmaya 9 Inch Long Capsule with The Gold Men Oil For...,₹795,₹251,Pack of 2,3.2,(33),68% off,"Buy 3 items, save extra 5%"
7 Days HIP UP CREAM for shape and tighten the buttocks ...,₹599,₹239,0,0,0,60% off,Bank Offer
Dr. Vaidya's Shilajit Gold and Shilajit Oil For Extra P...,₹950,₹584,0,3.9,(305),38% off,Bank Offer
Dabur Chyawanprakash,₹415,₹280,900 g,4.5,"(15,153)",32% off,#2 Rated
DIVYA PHARMACY Swasari Vati (80Tab) - (Pack 1),₹189,₹143,0,4.3,(126),24% off,Bank Offer
Paurush Jiwan Ayurvedic Capsule Pack Of 3,₹666,₹449,Pack of 3,4.4,(19),32% off,Bank Offer
Pee Safe Feminine Cramp Relief Roll On with Ayurveda Ex...,₹398,₹215,2 x 1 Units,4.2,(934),45% off,Bank Offer
ketokem Anti Dandruff Shampoo Liquid,₹362,₹227,2 x 110 ml,4.2,(392),37% off,Bank Offer
Kapiva Hair Care Juice| For Hair Nourishment from Withi...,"₹1,398",₹753,Pack of 2,4.1,(810),46% off,Bank Offer
Dabur Chyawanprash Awaleha,0,₹395,0,4.5,"(56,430)",0,#2 Rated
Jickosm Good Health Capsule for Energy & Confidence 100...,₹232,₹168,0,0,0,27% off,Bank Offer
Baidyanath Vansaar Aloe Vera Juice | For Glowing Skin &...,₹265,₹175,0,4.3,"(2,385)",33% off,"Buy 3 items, save extra 5%"
Kapiva Amla Juice Pack of 2 | Boosts Skin & Hair Health,₹598,₹339,Pack of 2,4.3,(86),43% off,"Buy 3 items, save extra 5%"
Gynoveda Women 16+ Skin Repair. AMLA Ayurvedic Tablets....,₹700,₹179,0,3.9,(40),74% off,"Buy 3 items, save extra 5%"
JIVA Chyanwanprash - Ayurvedic Immunity Support For The...,₹350,₹233,0,4.2,(628),33% off,Bank Offer
Dr.Willmar Schwabe India Thuja Occidentalis 1M 1M Liqui...,₹120,₹96,30 ml,4,(80),20% off,Bank Offer
Abbott Selsun Suspension Anti Dandruff Shampoo Liquid,₹197,₹141,60 ml,4.2,"(1,075)",28% off,Bank Offer
EYCOG Monthly Disposable,₹599,₹170,"0, Colored Contact Lenses, Pack of 2",3.9,(210),71% off,Bank Offer
Savlon Disinfectant Antiseptic Liquid,₹310,₹138,1 L,4.5,"(30,758)",55% off,"Buy 3 items, save extra 5%"
Kapiva Karela Jamun Juice | Natural Juice made from Fre...,₹349,₹184,0,4.3,"(3,924)",47% off,"Buy 3 items, save extra 5%"
EVER HEALTH TONIC & CAPSULE COMBO PACK,₹390,₹207,0,4.2,(427),46% off,Bank Offer
SIRONA Feminine Pain Relief Patches - 5 Patches (1 Pack...,₹249,₹152,5 Patches,4.1,(981),38% off,Bank Offer
Gynoveda Medohar Guggulu Fat Burner Ayurvedic Tablets F...,"₹1,400",₹782,0,4,(71),44% off,"Buy 3 items, save extra 5%"
HIMALAYA Guduchi,₹165,₹92,0,4.4,"(2,068)",44% off,"Buy 3 items, save extra 5%"
ARISH organic TRIPHOLA JUICE COMBO PACK OF 2,₹340,₹255,Pack of 2,4.5,(210),25% off,Bank Offer
PURECURE+CO Sleep Natural Ayurvedic Non-Habit Forming F...,₹699,₹499,0,4,(69),28% off,Bank Offer
Vijya Vati TRAILOKYA VIJAYA VATI,₹400,₹239,0,4.3,(174),40% off,Bank Offer
Good Health 50 Capsule Pack of Two Pack of THREE,₹696,₹410,Pack of 3,0,0,41% off,Bank Offer
Kapiva Acne Ease Juice - Ayurvedic Juice for Acne Contr...,₹549,₹280,0,4.2,(207),48% off,Bank Offer
Kapiva Pure Tulsi Ark (Helps Boost Immunity) - 30 Ml,₹320,₹168,0,4.4,(281),47% off,"Buy 3 items, save extra 5%"
SHREE SANJEEVANI FAST RELIEF PAIN-KILLER OIL Liquid,₹250,₹158,100 ml,4.3,(158),36% off,Bank Offer
UPAKARMA Ayurveda Pure Ayurvedic Raw Shilajit/Shilajeet...,₹999,₹319,0,4,(255),68% off,Bank Offer
Kapiva Aloe Vera + Wheatgrass Juice Natural Detoxifier ...,₹450,₹244,0,4.3,"(23,833)",45% off,#1 Rated
Dharmani's International Long Looks,₹498,₹354,0,3.7,"(7,262)",28% off,Bank Offer
Vadit organics Anti Addiction Drops (An ayurvedic formu...,₹499,₹204,0,3.5,(13),59% off,Bank Offer
Tiger Balm WHITE 30G Balm,₹599,₹319,30 g,4.2,(43),46% off,Bank Offer
ZANDU Immu Chyawan Chews,₹250,₹149,0,4,(46),40% off,"Buy 3 items, save extra 5%"
"Gynoveda PCOS PCOD Ayurvedic Medicine For Heavy Flow, E...","₹2,400","₹1,566",0,4.4,(18),34% off,"Buy 3 items, save extra 5%"
Gynoveda Anti Acne Ayurvedic Medicine. Manjistha Blood ...,₹800,₹483,0,4.1,(149),39% off,"Buy 3 items, save extra 5%"
Kapiva Digesti Care Juice - Provides Relief From Acidit...,₹549,₹307,0,4,(382),44% off,Bank Offer
SBL Calcarea Fluorica 6X Tablets,₹295,₹203,3 x 25 g,4.2,(189),31% off,Bank Offer
"Gynoveda Women 14+ Iron Folic Acid, Ayurvedic Blood Bui...",₹700,₹220,0,4.4,(221),68% off,Lowest price since launch
Dr. Vaidya's Shilajit Gold and Shilajit Oil For Extra P...,₹950,₹584,0,3.9,(305),38% off,Bank Offer
Dabur Chyawanprakash,₹415,₹280,900 g,4.5,"(15,153)",32% off,#2 Rated
BODRI MAHASHAKTI SALSA TONIC & GOOD HEALTH CAPSULE FOR ...,₹599,₹239,Pack of 2,4.2,(70),60% off,"Buy 3 items, save extra 5%"
gelunix ASHVAGANDHA JADIBOOTI(SABUT),₹399,₹149,0,4.1,(88),62% off,Bank Offer
Guduchi - the ayurvedism GAIN-IT Tablets for Fast Weigh...,"₹2,097","₹1,019",Pack of 3,3.8,(126),51% off,Bank Offer
Abbott Selsun Suspension Anti Dandruff Shampoo ( Pack O...,₹698,₹433,2 x 120 ml,4.4,(259),37% off,Bank Offer
Kapiva Hair Care Juice| For Hair Nourishment from Withi...,"₹1,398",₹753,Pack of 2,4.1,(810),46% off,Bank Offer
Dabur Chyawanprash Awaleha,0,₹395,0,4.5,"(56,430)",0,#2 Rated
Dr. Biswas Lucokare Syrup 450ml For Women`s Health Care...,₹177,₹134,0,4.5,(4),24% off,Bank Offer
Dr. Biswas Good Health Original Capsules (50) + Neeri T...,₹232,₹148,Pack of 2,4.2,(11),36% off,Bank Offer
Kapiva Amla Juice Pack of 2 | Boosts Skin & Hair Health,₹598,₹339,Pack of 2,4.3,(86),43% off,"Buy 3 items, save extra 5%"
Gynoveda Women 16+ Skin Repair. AMLA Ayurvedic Tablets....,₹700,₹179,0,3.9,(40),74% off,"Buy 3 items, save extra 5%"
Dr. Reckeweg R59-Against Obesity Slimming Effect Drops,₹540,₹388,2 x 22,4,(247),28% off,Bank Offer
ZANDU Quick Relief Roll-On 9ml - PACK OF 6 Spray,₹360,₹207,6 x 1.5 ml,4.3,(307),42% off,"Buy 3 items, save extra 5%"
Acnestar 2.5% soap - best soap for body acne(pack of 5)...,₹440,₹351,5 x 75 g,4.2,(13),20% off,Bank Offer
Kapiva Pure Aloe Vera Skin Gel - Hydrating Gel for Face,₹450,₹252,0,4.4,(770),44% off,Lowest price in the year
Savlon Disinfectant Antiseptic Liquid,₹310,₹138,1 L,4.5,"(30,758)",55% off,"Buy 3 items, save extra 5%"
Kapiva Karela Jamun Juice | Natural Juice made from Fre...,₹349,₹184,0,4.3,"(3,924)",47% off,"Buy 3 items, save extra 5%"
SBL Alfalfa Tonic with Gingeng Liquid,₹300,₹208,2 x 180,4,(501),30% off,Bank Offer
inlazer S-ex Time Ashwagandha Pill For Power Fast Actin...,₹999,₹143,0,3.3,(11),85% off,Bank Offer
Gynoveda Medohar Guggulu Fat Burner Ayurvedic Tablets F...,"₹1,400",₹782,0,4,(71),44% off,"Buy 3 items, save extra 5%"
HIMALAYA Guduchi,₹165,₹92,0,4.4,"(2,068)",44% off,"Buy 3 items, save extra 5%"
"SBL FP-Tabs , Tablets",₹825,₹599,450 g,4.3,(32),27% off,Bank Offer
HAPDCO B.Ve.Phos Syrup,₹310,₹210,450 ml,4.5,(725),32% off,Bank Offer
"Baidyanath Chyawanprash Special , 500 gm",₹190,₹152,0,4.1,(118),20% off,Bank Offer
Sharrypappu Monthly Disposable,₹499,₹303,"0, Colored Contact Lenses, Pack of 2",4,(543),39% off,"Buy 2 items, save extra 15%"
Kapiva Pure Tulsi Ark (Helps Boost Immunity) - 30 Ml,₹320,₹168,0,4.4,(281),47% off,"Buy 3 items, save extra 5%"
Kapiva Aloe Vera + Wheatgrass Juice Natural Detoxifier ...,₹450,₹244,0,4.3,"(23,833)",45% off,#1 Rated
Dr. Biswas Good Health Ayurvedic Capsules With Neeri Ta...,₹540,₹208,Pack of 3,4.3,(60),61% off,Bank Offer
SESA Ayurvedic Juice for Men - Boosts Vitality & Vigour...,₹745,₹439,0,4.1,(81),41% off,Bank Offer
Gynoveda Anti Acne Ayurvedic Medicine. Manjistha Blood ...,₹800,₹483,0,4.1,(149),39% off,"Buy 3 items, save extra 5%"
Kapiva Digesti Care Juice - Provides Relief From Acidit...,₹549,₹307,0,4,(382),44% off,Bank Offer
Saffola Immuniveda Golden Turmeric Milk Mix,₹449,₹196,0,4.4,"(1,059)",56% off,#3 Rated
Monisons Pain Relief Balm Each 100gm (Pack of 4) Balm,₹696,₹590,4 x 100 g,4.5,(180),15% off,Bank Offer
Aayatouch DR BISWAS Good health ayurvedic medicine pack...,₹549,₹359,Pack of 4,0,0,34% off,Bank Offer
hospiaid antiseptic fast aid Antiseptic Liquid,₹600,₹258,"2 L, Pack of 2",4,(310),56% off,Bank Offer
Vansaar Shilajit Resin Performance Booster|15 gm ( from...,"₹1,499",₹724,0,4,(4),51% off,"Buy 3 items, save extra 5%"
Kapiva Rajasthani Neem Juice | Natural Juice made from ...,₹349,₹197,0,4.3,"(23,833)",43% off,#1 Rated
SBL Tonicard Gold Drops,₹740,₹408,2 x 100,4.5,(229),44% off,Bank Offer
"Vansaar Gut Relief, Sugar - Free",₹170,₹95,0,4.1,(30),44% off,"Buy 3 items, save extra 5%"
Dr. Vaidya's Shilajit Gold and Shilajit Oil For Extra P...,₹950,₹584,0,3.9,(305),38% off,Bank Offer
Dabur Chyawanprakash,₹415,₹280,900 g,4.5,"(15,153)",32% off,#2 Rated
Gas-O-Free Digestive Enzymes-Antacid-Acidity-Constipati...,₹171,₹100,0,4.3,(20),41% off,Bank Offer
ConvaTec 183910 STOMAHESIVE PASTE PACK OF 1 Antiseptic ...,₹863,₹620,56.7 g,4.2,(67),28% off,Bank Offer
Olae Monthly Disposable,₹799,₹375,"0, Colored Contact Lenses, Pack of 3",5,(4),53% off,Bank Offer
WHEEZAL Hymusa Syrup,₹300,₹216,450 ml,4.3,(136),28% off,Bank Offer
Kapiva Hair Care Juice| For Hair Nourishment from Withi...,"₹1,398",₹753,Pack of 2,4.1,(810),46% off,Bank Offer
Dabur Chyawanprash Awaleha,0,₹395,0,4.5,"(56,430)",0,#2 Rated
SHREE SANJEEVANI Body Pain Relief Oil Liquid,₹270,₹158,100 ml,4.4,(148),41% off,Bank Offer
Krishna's Herbal & Ayurveda Fat Reducer Juice | Pure Ay...,₹250,₹196,0,4,(826),21% off,Bank Offer
"Nirvasa Shilajit with Safed Mulsi For Strength, Power &...","₹1,299",₹323,0,4.3,(513),75% off,"Buy 3 items, save extra 5%"
Kapiva Amla Juice Pack of 2 | Boosts Skin & Hair Health,₹598,₹339,Pack of 2,4.3,(86),43% off,"Buy 3 items, save extra 5%"
Max Ayurveda Royal Shilajit - 60 Capsules For Strength ...,"₹1,999",₹899,0,4,(22),55% off,Bank Offer
P-6 Capsules for Piles Fast Action Formula (pack of 02),₹284,₹212,Pack of 2,4,(558),25% off,Bank Offer
ZeroAddiction r Alcohol De Addiction Medicine For stop ...,"₹1,099",₹359,0,4.2,(5),67% off,"Buy 3 items, save extra 5%"
AKISON 14 sachets Gopal Herbals Pain Nil Powder Powder,₹210,₹143,14 x 0.29 g,4,(72),31% off,Bank Offer
Gynoveda Women 16+ Skin Repair. AMLA Ayurvedic Tablets....,₹700,₹179,0,3.9,(40),74% off,"Buy 3 items, save extra 5%"
Savlon Disinfectant Antiseptic Liquid,₹310,₹138,1 L,4.5,"(30,758)",55% off,"Buy 3 items, save extra 5%"
DEEMARK Ortho Pain Relief Balm,₹480,₹364,3 x 50 g,4,(292),24% off,Bank Offer
Mumbai Tattoo OINTMENT A & D Antiseptic Ointment,"₹1,249",₹706,"5 g, Pack of 25",4.4,(23),43% off,Bank Offer
Kapiva Karela Jamun Juice | Natural Juice made from Fre...,₹349,₹184,0,4.3,"(3,924)",47% off,"Buy 3 items, save extra 5%"
Gynoveda Medohar Guggulu Fat Burner Ayurvedic Tablets F...,"₹1,400",₹782,0,4,(71),44% off,"Buy 3 items, save extra 5%"
Tara Herbal Pharmaceutical PERFECT HEALTH CAPSULE FOR W...,₹532,₹174,Pack of 2,4.1,(229),67% off,Bank Offer
HIMALAYA Tulsi Respiratory Wellness (60 Tablets),₹150,₹113,0,4.8,(20),24% off,Bank Offer
Anoac H Tablet For Piles & Fissure - 60 Tablets Pack of...,₹950,₹755,0,4.3,(69),20% off,Bank Offer
Dr. Reckeweg Calcarea Phosphorica 6x Tablets,₹545,₹328,3 x 20 g,4.6,(297),39% off,Bank Offer
HIMALAYA Guduchi,₹165,₹92,0,4.4,"(2,068)",44% off,"Buy 3 items, save extra 5%"
Kapiva Acne Ease Juice - Ayurvedic Juice for Acne Contr...,₹549,₹280,0,4.2,(207),48% off,Bank Offer
Austro Labs Austro Pain Oil - 60 ml x 2 Liquid,₹280,₹198,2 x 60 ml,4.2,(138),29% off,Bank Offer
RAJASTHAN HERBALS K+ Compound Capsule,₹510,₹410,0,0,0,19% off,Bank Offer
Kapiva Pure Tulsi Ark (Helps Boost Immunity) - 30 Ml,₹320,₹168,0,4.4,(281),47% off,"Buy 3 items, save extra 5%"
Kapiva Aloe Vera + Wheatgrass Juice Natural Detoxifier ...,₹450,₹244,0,4.3,"(23,833)",45% off,#1 Rated
"INTIMIFY Dadi Mooch Oil With Jojoba Oil, Mustache, Bear...",₹599,₹148,0,4.8,(46),75% off,Bank Offer
Dhootpapeshwar Swamala Chyawanprash,"₹2,750","₹2,000",0,4.4,(149),27% off,Bank Offer
Dr.Willmar Schwabe India BIOFUNGIN HOMEOPATHIC MEDICINE...,₹847,₹609,250 ml,4.4,(220),28% off,Bank Offer
"Pain Niwaran CHURNA, RAJASTHAN HERBALS- 135G FOR JOINT ...",₹580,₹360,0,4.3,(17),37% off,Bank Offer
Gynoveda Anti Acne Ayurvedic Medicine. Manjistha Blood ...,₹800,₹483,0,4.1,(149),39% off,"Buy 3 items, save extra 5%"
Kapiva Digesti Care Juice - Provides Relief From Acidit...,₹549,₹307,0,4,(384),44% off,Bank Offer
Teleone Taakat Vati,₹999,₹683,Pack of 2,3.8,(760),31% off,Bank Offer
Ayurvedic Life Organic Bhringraj Powder,₹560,₹248,0,4.2,(55),55% off,Bank Offer
Dr. Vaidya's Shilajit Gold and Shilajit Oil For Extra P...,₹950,₹584,0,3.9,(305),38% off,Bank Offer
Dabur Chyawanprakash,₹415,₹280,900 g,4.5,"(15,153)",32% off,#2 Rated
HIMALAYA PLATENZA SYR IND,₹160,₹100,0,4.4,(9),37% off,"Buy 3 items, save extra 5%"
COSIFY Cydonia Vulgaris Mother Tincture & Vigour Up Sup...,₹500,₹319,30 ml,0,0,36% off,Bank Offer
SBL Calcarea phosphorica 6X Tablets,₹190,₹152,2 x 25,4,(61),20% off,Bank Offer
Vadit organics Nasha band medicine / sharab chudane daw...,₹499,₹219,0,4.8,(4),56% off,Bank Offer
Kapiva Hair Care Juice| For Hair Nourishment from Withi...,"₹1,398",₹753,Pack of 2,4.1,(810),46% off,Bank Offer
Dabur Chyawanprash Awaleha,0,₹395,0,4.5,"(56,430)",0,#2 Rated
"Dettol Disinfectant for First Aid, Surface Cleaning and...",₹383,₹263,"750 ml, Pack of 3",3.8,(217),31% off,"Buy 3 items, save extra 5%"
RAJASTHAN HERBALS K+ Compound Capsule,₹510,₹410,0,0,0,19% off,Bank Offer
Kapiva Amla Juice Pack of 2 | Boosts Skin & Hair Health,₹598,₹339,Pack of 2,4.3,(86),43% off,"Buy 3 items, save extra 5%"
Gynoveda Women 16+ Skin Repair. AMLA Ayurvedic Tablets....,₹700,₹179,0,3.9,(40),74% off,"Buy 3 items, save extra 5%"
Dr. Biswas Good health ayurvedic medicine ( 50 Capsule ...,₹699,₹220,Pack of 3,4.1,(243),68% off,Bank Offer
Teleone Taakat Vati,₹999,₹683,Pack of 2,3.8,(760),31% off,Bank Offer
Gaharwar Pharma Rumon Tablet - 84 Tablets for joints pa...,₹425,₹328,0,4.4,(119),22% off,Bank Offer
Quickbits 18 Sachets Dardmukti Powder Dard Mukti Powder...,₹599,₹191,18 x 1 Units,0,0,68% off,Bank Offer
Savlon Disinfectant Antiseptic Liquid,₹310,₹138,1 L,4.5,"(30,758)",55% off,"Buy 3 items, save extra 5%"
Kapiva Karela Jamun Juice | Natural Juice made from Fre...,₹349,₹184,0,4.3,"(3,924)",47% off,"Buy 3 items, save extra 5%"
Bakson's Homoeopathy Cydonia Vulgaris Q Mother Tincture,₹230,₹139,30 ml,4.1,(15),39% off,Bank Offer
Baidyanath Shankhpushpi Sharbat Helps in Mental weaknes...,₹179,₹143,0,4.5,(22),20% off,Bank Offer
Gynoveda Medohar Guggulu Fat Burner Ayurvedic Tablets F...,"₹1,400",₹782,0,4,(71),44% off,"Buy 3 items, save extra 5%"
HIMALAYA Guduchi,₹165,₹92,0,4.4,"(2,068)",44% off,"Buy 3 items, save extra 5%"
Vitro Naturals I AM SUBERHERB Ashwagandha Powder Immuni...,₹458,₹227,Pack of 2,4.1,(662),50% off,"Buy 3 items, save extra 5%"
Bhargava Phytolab Tumorin Drops,₹332,₹238,2 x 30,4.2,(119),28% off,Bank Offer
Dr Chopra Good Health Ayurvedic Capsule,₹696,₹178,Pack of 3,4.1,(20),74% off,Bank Offer
Dr.Willmar Schwabe India BIOFUNGIN HOMEOPATHIC MEDICINE...,₹847,₹609,250 ml,4.4,(220),28% off,Bank Offer
Kapiva Pure Tulsi Ark (Helps Boost Immunity) - 30 Ml,₹320,₹168,0,4.4,(281),47% off,"Buy 3 items, save extra 5%"
Kapiva Aloe Vera + Wheatgrass Juice Natural Detoxifier ...,₹450,₹244,0,4.3,"(23,833)",45% off,#1 Rated
AIMIL NEERI Syrup for Kidney Health | Useful in Urinary...,"₹1,036",₹801,Pack of 4,4.1,(766),22% off,Bank Offer
"Baidyanath Giloy Juice Helps Boost Immunity, 1 ltr",₹250,₹159,0,4.2,"(1,811)",36% off,Bank Offer
Kapiva Noni Juice | Includes Garcinia and Ashwagandha f...,₹649,₹276,0,4.3,"(23,833)",57% off,#1 Rated
Gynoveda Anti Acne Ayurvedic Medicine. Manjistha Blood ...,₹800,₹483,0,4.1,(149),39% off,"Buy 3 items, save extra 5%"
"INTIMIFY Moustache Growing Oil, Mooch growth oil, Beard...",₹599,₹151,0,4.3,(27),74% off,Bank Offer
Dr. Reckeweg Alfalfa Tonic Liquid,"₹1,500","₹1,000",500 ml,4.3,(211),33% off,Bank Offer
Paurush Jiwan Ayurvedic Capsule Pack Of 4,₹880,₹599,Pack of 4,4.3,(23),31% off,Bank Offer
HAPDCO MENSOL FOR LADIES HEALTH 450 ml Liquid,₹275,₹197,1 ml,4.4,(253),28% off,Bank Offer
Kapiva Digesti Care Juice - Provides Relief From Acidit...,₹549,₹307,0,4,(384),44% off,Bank Offer
Kapiva Pure Aloe Vera Skin Gel - Hydrating Gel for Face,₹450,₹252,0,4.4,(773),44% off,Lowest price in the year
Modicare Well NONI,₹500,₹380,0,4.3,"(1,090)",24% off,Bank Offer
RAJASTHAN HERBALS Dr Relaxi Capsule new pack of 2(each ...,₹780,₹570,Pack of 2,4.5,(177),26% off,Bank Offer
Dr. Vaidya's Shilajit Gold and Shilajit Oil For Extra P...,₹950,₹584,0,3.9,(305),38% off,Bank Offer
Dabur Chyawanprakash,₹415,₹280,900 g,4.5,"(15,153)",32% off,#2 Rated
masolin AYURVEDIC BREAST CARE MASSAGE OIL FOR WOMEN - 1...,₹299,₹178,0,0,0,40% off,Bank Offer
COSIFY Dr Reckeweg R41 & Vigour Up Super Drops Care Liq...,₹500,₹319,30 ml,4.2,(6),36% off,Bank Offer
Meditek Volitek Advance Pain Relief Pack of 3 Spray,₹450,₹215,3 x 55 g,4.1,(310),52% off,Bank Offer
Tara Harbal Pharmaceutical RUMA T CAPSULE PACK OF 3 (30...,₹774,₹320,Pack of 3,4.5,(95),58% off,Bank Offer
Kapiva Hair Care Juice| For Hair Nourishment from Withi...,"₹1,398",₹753,Pack of 2,4.1,(810),46% off,Bank Offer
Dabur Chyawanprash Awaleha,0,₹395,0,4.5,"(56,430)",0,#2 Rated
Baidyanath Kesari Kalp Royal Chyawanprash -Enriched wit...,₹410,₹252,0,4.2,(468),38% off,Bank Offer
Dabur Dhatupaushtik Churna - 100 g (pack of 3),₹720,₹499,Pack of 3,3.9,(27),30% off,Bank Offer
Kapiva Amla Juice Pack of 2 | Boosts Skin & Hair Health,₹598,₹339,Pack of 2,4.3,(86),43% off,"Buy 3 items, save extra 5%"
Gynoveda Women 16+ Skin Repair. AMLA Ayurvedic Tablets....,₹700,₹179,0,3.9,(40),74% off,"Buy 3 items, save extra 5%"
Yogabar Aloe Vera Juice Tonic For Skin and Hair Aloe Ju...,₹265,₹137,0,4.3,(725),48% off,Bank Offer
AIMIL NEERI KFT Sugar Free Syrup for Kidney Health | Im...,"₹1,190",₹935,Pack of 2,4.4,(284),21% off,Bank Offer
Mankind Acne star 2.5% soap Bar,₹240,₹160,3 x 75 g,3.9,(59),33% off,Bank Offer
HAPDCO Rheumacon Pain Relief oil - Pack of 2 Liquid,₹350,₹255,2 x 60 ml,4.3,(380),27% off,Bank Offer
Savlon Disinfectant Antiseptic Liquid,₹310,₹138,1 L,4.5,"(30,758)",55% off,"Buy 3 items, save extra 5%"
Kapiva Karela Jamun Juice | Natural Juice made from Fre...,₹349,₹184,0,4.3,"(3,924)",47% off,"Buy 3 items, save extra 5%"
Gynoveda Haridra Khanda Anti Pigmentation Ayurvedic Tab...,"₹1,800","₹1,069",Pack of 2,4.1,(395),40% off,Bank Offer
Optify Monthly Disposable,₹399,₹151,"Zero, Colored Contact Lenses, Pack of 1",3.8,"(1,298)",62% off,Bank Offer
Gynoveda Medohar Guggulu Fat Burner Ayurvedic Tablets F...,"₹1,400",₹782,0,4,(71),44% off,"Buy 3 items, save extra 5%"
HIMALAYA Guduchi,₹165,₹92,0,4.4,"(2,068)",44% off,"Buy 3 items, save extra 5%"
HIMALAYA Pain Balm Strong Fast relief from Pain Mint 45...,₹345,₹264,3 x 45 g,4.5,(182),23% off,Bank Offer
DM STORE BAIDYARAJ AYURVEDIC RHEUMA GOLD MAJOON (Paste),₹640,₹307,Pack of 2,4.4,(59),52% off,Bank Offer
Paurush Jiwan Multivitamin Capsule for Improving Immuni...,₹666,₹497,Pack of 3,4.4,(159),25% off,Bank Offer
OMEGA Pain Killer Liniment Oil #Premium Small Liquid,₹999,₹368,60 ml,4.3,(318),63% off,Bank Offer
Kapiva Dia Free Juice - Controls Blood Sugar Levels | A...,₹549,₹355,0,4.3,"(1,764)",35% off,"Buy 3 items, save extra 5%"
Kapiva Pure Tulsi Ark (Helps Boost Immunity) - 30 Ml,₹320,₹168,0,4.4,(281),47% off,"Buy 3 items, save extra 5%"
Baidyanath Giloy Tulsi Juice - Boosts Immunity and Dige...,₹540,₹360,Pack of 2,4.4,(228),33% off,Bank Offer
DR BISWAS GOOD HEALTH AYURVEDIC MEDICINE WITH HUBS ASHW...,"₹1,076",₹351,Pack of 4,4.5,(24),67% off,Bank Offer
Kapiva Aloe Vera + Wheatgrass Juice Natural Detoxifier ...,₹450,₹244,0,4.3,"(23,833)",45% off,#1 Rated
Gynoveda Anti Acne Ayurvedic Medicine. Manjistha Blood ...,₹800,₹483,0,4.1,(149),39% off,"Buy 3 items, save extra 5%"
Humanveda 100% Natural Amla Indian Gooseberry Powder fo...,₹225,₹140,0,3.9,(7),37% off,"Buy 3 items, save extra 5%"
Bakson's Homoeopathy Y-Lax Tablets,₹215,₹136,75 Units,4.3,(285),36% off,Bank Offer
Super health MEN AND WOMEN MUSCLE ACTIVATION CAPSULE [P...,"₹1,190",₹383,Pack of 5,3.6,(8),67% off,Bank Offer
SBL Rite Hite Tablets,₹435,₹276,3 x 25,3.8,(563),36% off,Bank Offer
